class,tidy_tweet
1,قدر الله ماشاء فعل جعله الله شفيع بالجنة
1,قضاء قدر الحمد لله جنة الخلد ياريان الطفل
1,متوقع ايام بدون اكل شرب انو مات الله يرحمو يارب
1,حول قوة الا بالله الله يلهم الديه الصبر السلوان يجبرهم يعوضهم خير يجعله شفيع الآخرة
1,راد لقضاء الله الحمد لله لل إليه راجعون
1,لاحول قوة الا بالله الله يرحمه
1,لاحول قوة الا بالله الله يصبر امه يارب
1,لاحول لاقوة الا بالله الله يصبر اميمته
1,لاحول لاقوه الا بالله
1,لاحول لاقوه الا بالله الله يجعله شفيع لوالديه
1,ايام طايح البير الله يجعله شفيع لوالديه اقاربه
1,قدر الله مشيئته الله يرحمه يسكنه فسسيح جناته يصبر الديه
1,داعا ريان أحييت فينا الجسد الواحد رحلت
1,ياحسرة القلوب
1,يارب طير طيور الجنه
1,اطفالنا فلذات اكبادنا اللهم اغفر لعبدك ريان ارحمه اجعل مثواه الجنة يارب
1,الله يرحمه
1,خوف وحشة جوع فقد برد ظلام
1,رحم الله ريان أسكنه فسيح جناته ألهم ذويه الصبر السلوان أتمنى بإذن الله تعالى تكون أسرة ريان ضمن برنامج ضيوف خادم الحرمين الشريفين للحج لهذا العام
1,بكينا فراقك تألمنا ذهابك انتظرنا انقاظك شاء الله النهاية يجب قال فاتك ايقونة الوطن العربي الدولة المغربية كانت تتسلى علينا المتابعين العرب العرب ايام ننتظر تصريح احد حقيقي او مسؤول يوضح مذا يجري
1,لاحول لاقوه الابالله ربي يجبر الديه يربط قلبهم
0,اوجعو قلوبنا الله ياخذ الملك حقهم فريق الإنقاذ الناس يستعينو بخبرا يطلبو دعم خمسه أيام عامل التربه الطفل يعاني إصابات جوع برد الله ينتقم منهم
1,انا لله انا اليه راجعون الله يجعله شفيع لوالديه يربط قلب الديه يلهمهم الصبر
1,جاء ليذكركم أنكم أمة احدة رحل
1,باذن الله يطلع سالم غانم طبيعي زيه زي اي طفل ان الله شيء قدير
1,انا لاحظتها قلت يمكن بلغوهم انو ضعه حرج ماتوقعت بيستدعونهم لمقابلة تلفزيونية ميت
0,اجل كلام ابو مزهر صحيح
0,اخوي اياد تقريبا مره تنشر الخبر الله درينا
1,اصلآ بالعقل مستحيل يكون عايش طول هالفترة نفسي كنت متوقعة فاته لانهم نشروا مقاطع بالبئر اول الايام
0,اعتقد خبر صحيح الوقت تلاحظ امس نسمع باقي شوي يوصلون لريان كلمة يوصلون كملنا يومين
1,الله يجعله شفيع لوالديه امر فاته القرب حياته اولا سقوطه مايقارب ٣٥ متر مسافة سهله ثانيا ايام بدون عيشه لانور يعني الامر حدث لطفل بدون سقوط داخل غرفه مظلمة لمدة ايام بدون اكل شرب تتوقعون يحدث رحمه الله انزل الصبر السكينة الديه
1,الله يخرجه المصيبه سالما معافا تقر اعين الديه
1,الله يرجع لاهل سالما غانم يفرح امه ابوه برجعته
1,الله يرحمه يجعله شفيع لوالديه يارب
0,الله يستر قالو تنتهي عملية الانقاذ الساعه الفجر امس سوي نسمع خبر الاكيد ان كلها كلام فاضي لحد يصدقها
1,اللهم آمين الان دعواتكم لانهم صلوا الى اهم أعقد المراحل الحفر الأفقي
1,امس شفت اللي يشتغلوا النفق خرجوا بيمسحوا دموعهم الظاهر عرفوا ان ريان اتوفى كذبت نفسي طلع صح
0,انا مستغربه ليه سوو حركه انه حطوو صوت امه عنده تمده بالقوه تنفع الان
0,ايش اذا قالو احد بيروح حال سبيله مو نجلس نترقب الوضع نسهر وووو الحمدالله دعا ريان
0,توفى يوم الخميس الليل حسبي الله الوكيل المفروض عرفوا انه حي يطلعوه ساعات يطلبون مساعدة دول اوروبا امريكا حياة الطفل اهم بكثير اي شي
1,مبين مقطع انه ينازع
1,صحيح اضح امس ماعاد صوروه المتحدث الرسمي قال نأمل انه حي يعني عارفين انه توفي ماصرحو تصريح اضح
0,كانت اضحة بطئ عملية طوله يبشر بالخير
1,فعلا قرأته امس تلميحهم اليوم المغرب ذكروا تلميح صريح بانهم يخشون انه سيموت حسيت قلت الأمل بالله حدة
1,المعطيات تدل عدم نجاته لايقنط الإنسان رحمة الله
1,كلنا حاسين طفل يوم الثلاثاء حفره عميقه انسانيتنا كانت تغلب الواقع
1,متوقع خبر فاته الكل متعلق برحمة رب العالمين خروجه للعالم لاهله سالم متعافى امر الله بأن يكون طيور الجنه داعا ريان
1,قطع البث بحجة الخصوصية اضح اللي اكده اعلان الديوان الملكي انتشاله بدقايق
0,منعهم صول الاعلام تشديدهم الاعلاميين اضح ان شي مخبينه مغير يدخلووون يرجعو يخرجو ماتفهم يهببو بضبط احتمال انهارت الاتربه الوكاد غموضهم امس مو مريحني توقعت موته
1,نعرف ان المنطق العلم يقول مستحيل يعيش الامل بالله حده بحصول معجزه
1,الد الطفل صرح اريد ابني حيا ميتا لازم استمرار العمل لاستخراج الجثة طبعا بيتأكدوا ضعه حي او ميت الا اذا صلوا الحمد لله حال
1,الله حنا تعذبنا اهله
1,رب
1,يارب
1,يارب انك تلطف
1,يارب تفرجها اسرته المنقذين يخرج سالم معافى
1,يارب فرحنا بسلامته
1,يارب يارب
1,يارب يارببب
1,يارب يطلع سالم معافى ياكريم
0,يارجال تحول العنوان امس الي قرب انتشال ريان بدل انقاذ ريان انا جزمت انه توفى رحمة الله
1,يالله الله يكتب عمر جديد
0,ياليتهم تركونا أعصابنا آخر لحظه يصدموننا بالخبر فجأة ليتهم أعلنو بدري لأن الصدمه بتكون أخف
0,يومين يقولون باقي متر
1,الحفر بد يتم بهدوء بدون تسرع ينهار البئر نفقد الطفل الامتار الاخيرة سيتم حفرها باليد لذلك ستأخذ قتا أطول المرجو الدعاء تتم العملية بنجاح يخرج الطفل حيا معافا
1,اللهم امين
0,ضعف الامكانيات المفترض الاستعانة بالدول المتقدمة يوجد إمكانيات تقنية خبرة المجال لاكن الغرور التعنت السبب الله يرحمه
