favorite_count	full_text	reply_count	retweet_count	predicted_class
18	@mialbadawi @AJELNEWS24 تحويشةالعمر هي الباقيات الصالحات اما الابناء زينة الحياة الدنيا والصبر على موت الابناء من اعظم المصائب واعظم الاجور قال تعالى(إنما يوفى الصابرون أجرهم بغير حساب) دخول للجنه بدون حساب ولا عذاب ولا شيء لمجرد صبرهم من عظم البلاء اللهم اربط على قلوب والديهم وآجر قلب امي على فقد اختي	1	2	1
2	"@hadeyah110 @AJELNEWS24 إنا لله وإنا إليه راجعون، اللهم أنت الرحيم ارحم ضعف والديهم، وأنت العزيز القادر على كل شيء أنزل سكينتك على قلوبهم وألهمهم صبراً نتعجب منه.
اللهم تقبل أبناءهم وجازهم إحساناً في جناتك وتجاوز عن والديهم واغفر لهم في الدنيا وارفع درجاتهم في دار البقاء"	0	1	1
1	@mialbadawi @AJELNEWS24 اعوذ بالله   الله يرحمهم ويربط على قلب ابوهم  مصيبه  والله تخلف الرجال مثل هالمصيبه  الله يرحمهم ويغفرلهم	0	0	1
1	@mialbadawi @AJELNEWS24 الله يربط على قلوبهم ياحي ياقيوم ويعوضهم ان شاءالله انهم طيور من طيورالجنه وشفيعين لهم لاحوولاقوة الابالله إن لالله وإن اليه راجعون	0	0	1
0	@elham2001_56 @AJELNEWS24 اللهم آمين يارب	1	0	1
2	@mialbadawi @AJELNEWS24 الله يربط على قلوبهم ونسأل الله العظيم أن يلهمهم الصبر والسلوان انا لله وانا اليه راجعون	0	0	0
10	@AJELNEWS24 اللهم إنّا نعوذ بك من فواجع الأقدار، ومن فقد الأهل، ومن حزن القلب، وحرقة الشعور، اللهم إنّا نستودعك أنفسنا وأهلنا ومن نحب واربط على قلوب المفجوعين يارب.	1	0	1
2	@mialbadawi @AJELNEWS24 الانسان اذا اصابته مصيبه كبيره يستسلم لله ويوكل امره لله لان مابيده شي لان التفكير في المصيبه متعب	0	0	1
1	@AJELNEWS24 الله يرحمهم جمعيا ويصبر اهاليهم	0	0	0
1	"@AJELNEWS24 و الله ضروري في كل بيت تواجد طفايات حريق و اجهزة انذار في كل غرفة
ممكن تساعد بعد لطف الله في انقاذ الارواح 
انا حاطط اثنين وحدة عند مدخل المنزل و واحدة في المطبخ
سعرها رخيص وقت حاجتها"	0	0	0
1	@AJELNEWS24 لا حول ولا قوة الا بالله العلي العظيم انا لله وانا اليه راجعون البقاء لله عظم الله اجركم واحسن الله عزاكم الله يرحمهم ويغفر لهم ويدخلهم في فسيح جناته يارب	0	0	1
1	"@R_0_0_b @AJELNEWS24 يا الله ترزقنا براحة البال …
ونفوسنا على طاعتك مرتاحه"	0	0	1
0	@AJELNEWS24 Ok	1	0	0
0	"@AJELNEWS24 Zq1zzqzzazza1zA!1z
Zzzzzzqqzzz1zz

Zz1zz1zzsssqzz
Aqzz
Qzz
Qz1zqz1zzqz
Aqzz11zzqs
.
Qzq!z1z1q

A1qzqqz

Zzz
Z"	1	0	1
1	@AJELNEWS24 ي قلبي عليهم ربي يرحمهم ولله يربط ع قلب اهاليهم ويجعل مثواهم جنات النعيم	0	1	1
1	"@AJELNEWS24 @fofoaa909 لا حول ولا قوة الا بالله 
اللهم اجعلهم شفعاء لوالديهم وصبر والدتهم ووالدهم والهمهم يا الله الصبر والسلوان فان مصابهم جلل وانت ارحم الراحمين 
إنا لله وانا اليه راجعون."	0	0	1
0	@AJELNEWS24 انا لله وانا اليه راجعون الله يصبر اهلهم ويربط على قلوبهم ويجعلهم شفعاء لهم	0	0	1
0	@AJELNEWS24 قدرهم ومكتوب لاحول ولاقوة الا بالله الله يصبره وبعوضه وجعلهم يكونو شفعاء له  في الآخره  ويرحمهم يارب	0	0	0
0	@AJELNEWS24 الله يرحمهم ويصبر اهلهم	0	0	0
0	@AJELNEWS24 احسن الله عزائكم وغفر الله لموتاكم وانا لله وانا اليه راجعون	0	0	1
0	@AJELNEWS24 لاحول ولاقوة إلا بالله انا لله وانا الية راجعون الله يصبر اهلهم في مصيبتهم ويمسح على قلوبهم ويرزقهم الصبر والسلوان والله العظيم فعلاً مصيبة يارب تصبرهم وتعينهم يارب تلطف فيهم	0	0	1
0	@AJELNEWS24 الله يرحمهم ويغفر لهم ويسكنهم فسيح جناته عظم الله اجركم واحسن الله عزاكم انا لله وانا اليه راجعون الله يخلف لك خيرا منه ويجعلهم من اهل الجنه.	0	0	1
0	@AJELNEWS24 اسال الله العلي القدير ان يجبر قلوبهم ويجبر مصابهم انا لله وانا اليه راجعون	0	0	1
0	"@AJELNEWS24 إنا لله وانا اليه راجعون 

اسأل الله ان يلهم والديهم  الصبر والسلوان وان يجعلهم من طيور الجنه وشفعاء لوالديهم. شي مفجع اسأل الله ان لايورينا مكروه في احبابنا يارب  ولا كل مسلم"	0	0	1
0	@AJELNEWS24 إنا لله وإنا إليه راجعون	0	0	1
0	@AJELNEWS24 الله يرحهم يارب	0	0	1
1	@mialbadawi @AJELNEWS24 البقاء لله ربنا يصبرهم	0	1	1
5	@mialbadawi @AJELNEWS24 نسأل الله الحي القيوم ان يجبرهم جبر  من عنده يتعجب له أهل الارض والسماء الله يعوضهم الصبر والسلوان الله يربط على قلوبهم الله لايفجعنا واياكم في غالي الله يصبّر هذا المسلم على مصيبته لاحول ولا قوة الا بالله	0	0	1
2	@mialbadawi @AJELNEWS24 هذا هو الابتلاء الحقيقي	0	0	1
11	@mialbadawi @AJELNEWS24 حديث أبي موسى : أن رسول الله ﷺ قال: إذا مات ولد العبد، قال الله لملائكته: قبضتم ولد عبدي؟ فيقولون: نعم، فيقول: قبضتم ثمرة فؤاده؟ فيقولون: نعم، فيقول: فماذا قال عبدي؟ فيقولون: حمدك، واسترجع، فيقول الله تعالى: ابنوا لعبدي بيتًا في الجنة، وسموه: بيت الحمد[1]رواه الترمذي	0	5	1
1	@mialbadawi @AJELNEWS24 الله يجعلهم شفعاء لأهلهم والله يربط على قلوبهم ويعوضهم خير	1	1	1
9	"@mialbadawi @AJELNEWS24 أخ محمد أذكر الله ولا تزيد مواجعهم وأوجعت قلوبنا بهذه الكلمات 
عند المصيبه لا يجوز التسخط وإنما قول إنا لله وإنا إليه رآجعون 
الإيمان بقضاء الله من خير أو شر
وبشر الصابرين الذين إذا أصابتهم مصيبة قالوا إنا لله وإنا إليه راجعون أولئك عليهم صلوات من ربهم ورحمة وأولئك هم المهتدون"	1	0	1
1	"@mialbadawi @AJELNEWS24 الله المستعان 
إنا لله وإنا إليه راجعون 
لاحول ولاقوة الا بالله"	1	0	1
2	"@talalalnhmy_1 @mialbadawi @AJELNEWS24 الله لا يفجعنا فيمن نحب .
وأسأل الله أن يثبته ويصبره ويعوضه خيرا ممن فقد ."	1	1	0
2	@mialbadawi @AJELNEWS24 ربنا يرحمهم هم من اهل الجنه هم شهداء ربي يقوي والديهم ويعصم قلبيهما من الحسرة وفقدان فلذة أكبادهم يعوضهم في الدنيا بخلف من الله عز وجل اللهم آمين يارب العالمين	0	0	1
1	@AJELNEWS24 الله يرحمهم ويغفر لهم ويلهمهم الصبر والسلوان ويجعلهم شفعاء لوالديهم ويعوضهم خير	0	0	0
1	@AJELNEWS24 اللهم اربط على قلب والديهم واجعلهم ذخرا لهم	0	0	1
1	@AJELNEWS24 @aabbmmww الله يرحمهم ويجعلهم شفعاء له ويجبر قلوبهم ويعوضهم	0	0	1
1	@AJELNEWS24 لا اله الا الله ولا حول ولا قوة الا بالله	0	0	1
2	"@AJELNEWS24 جبر الله كسر قلبه ، ورحم الله فلذات كبده وعوضه خيرًا ..
آللهم اجعلهم شفعاء لوالديهم ، وأرفع لهم الدرجات ، وأرزقهم الصبر والثبات .."	0	1	1
1	"@AJELNEWS24 الله يصبر اهله ويجعلهم من الشهداء ولا حول ولا قوه الا بالله 
رحمهم الله"	0	0	1
7	@AJELNEWS24 حديث أبي موسى : أن رسول الله ﷺ قال: إذا مات ولد العبد، قال الله لملائكته: قبضتم ولد عبدي؟ فيقولون: نعم، فيقول: قبضتم ثمرة فؤاده؟ فيقولون: نعم، فيقول: فماذا قال عبدي؟ فيقولون: حمدك، واسترجع، فيقول الله تعالى: ابنوا لعبدي بيتًا في الجنة، وسموه: بيت الحمد[1]رواه الترمذي	0	6	1
1	@AJELNEWS24 @ILOVESAUDI الله يرحمهم جميعا	0	0	1
1	@AJELNEWS24 الله يجبر قلوبهم ويرحم حالهم ويجعلهم شفعاء لهم ،، اللهم انا نعوذ بك من فواجع الدنيا وابتلائتها ومن الفتن ما ظهر منها وما بطن	0	1	1
1	"@AJELNEWS24 إنا لله وإنا إليه راجعون
الله يعوضهم الجنة ويجعلهم شفعاء لوالديهم.
الله يعينهم ويربط على قلوبهم."	0	1	1
0	@AJELNEWS24 إنا لله وإنا إليه راجعون، اللهم اجبرهم في مصيبتهم واخلفهم خيرا منها	0	0	1
0	@AJELNEWS24 الله يرحمهم ويجبر مصاب اهلهم	0	0	1
0	@AJELNEWS24 إن لله وإن إليه راجعون الله يرحمهم ويصبر اهلهم	0	0	1
0	@AJELNEWS24 الله يربط على قلب والديهم ويرزقهم الرضى بالقضاء والقدر آمين يارب  إنا لله وإنا إليه راجعون الله يرحمهم ويجعلهن مفاتيح أبواب الجنه لوالديهم ومحبيهم آمين	0	0	1
0	@AJELNEWS24 لاحولة ولا قوة إلا بالله	0	0	1
0	"@AJELNEWS24 لا إله الا الله 
انا لله وانا اليه راجعون 
الله يجبرهم و يصبرهم 
و يرحم موتاهم"	0	0	1
0	@AJELNEWS24 آنا لله وانا اليه راجعون	0	0	1
1	@AJELNEWS24 الله يرحمهم ويغفر لهم  والله يعيين والديهم على ذلك ،	0	0	1
1	@AJELNEWS24 والله إني حاس في والدهم الله يجعلهم شفعاء لوالدهم رحمة الله رحمة واسعة واسكنه فسيح جناتهم وتقبلهم في الشهداء أن لله وإن إليه راجعون حسبي الله ونعم الوكيل لأ حول ولا قوة إلا بالله العلي العظيم	0	0	1
1	"@AJELNEWS24 @roro6635766994  إنا لله وإنا إليه راجعون 
اسأل الله العظيم ان يجبر قلوبهم ويعوضهم خيرًا 
ويعظم آجرهم ويرحم اطفالهم ويسكنهم فسيح 
جناته .. الحمـدلله رب العالمين.."	0	0	1
0	@AJELNEWS24 إنا لله وإنا إليه راجعون البقاءوالدوام	1	0	1
6870	"في حادثة مُفجعة ومؤلمة ..

وفاة استشارية النساء والولادة الدكتورة عفاف فلمبان، وصديقتها لينا طه ؛ - رحمهما الله - غرقاً أثناء محاولتهما إنقاذ فتاتين من الغرق في محافظة جدة.
- https://t.co/Arl3S912ev"	3373	2405	0
5	@AJELNEWS24 الله يغفر لهم ويرحمهم ونساءل الله ان يقبلهم من الشهداء اللهم امين يارب	1	1	1
0	@Saad88267388 @AJELNEWS24 اهلي ويلو	2	0	1
29	@AJELNEWS24 جدة محافظة ولا مدينة؟	122	1	1
5	@tayloorv @AJELNEWS24 جده محافظة ولا مدينة ؟ https://t.co/4xIjV1DcN9	1	0	1
0	@bndrksa1412 @AJELNEWS24 غرقوا وماتوا وسلامتك	2	0	1
1	@AJELNEWS24 الله يرحمهم ويصبر أهلهم وذويهم	0	0	0
4	"@AJELNEWS24 لاحول ولا قوه الا بالله 
الله بتغمدها بواسع رحمته
و يصبر اهلها ☹️
ونعم الدكتوره والله كانت
لاحول ولا قوه الا بالله والله فاجعه"	1	0	1
16	@AJELNEWS24 الله يرحمهم ويغفر لهم ويسكنهم فسيح جناته ويلهم أهلهم وذويهم الصبر والسلوان	2	2	1
2	@AJELNEWS24 اللهم اغفر لهن  و اسكنهن فسيح جنانك و جميع موتى المسلمين	1	0	0
